Latitude,Longitude,Murder,Theft,Rape,Eve tease,Kidnapping,Accidents,Camera
13.4750868,69.75763765,5,32,8,18,11,9,0
17.51280811,69.75777791,1,12,2,17,2,45,0
13.70870077,69.75829466,3,33,1,5,8,49,1
28.38704949,69.75836868,8,86,1,7,9,54,0
29.91104918,69.75838078,7,23,2,18,12,7,0
18.04298628,69.75849426,4,86,9,21,6,38,0
28.06825274,69.75871296,5,20,6,23,1,46,1
22.35350046,69.75878135,7,13,4,25,2,2,1
11.70116976,69.75891045,2,73,3,9,13,24,0
20.79276343,69.75897992,2,23,2,22,0,41,0
15.92438138,69.75912959,4,67,1,24,2,30,0
20.530225,69.75921394,2,35,9,10,7,19,1
24.93105354,69.75950033,1,75,1,16,14,16,1
17.06227558,69.75953435,2,25,2,7,3,50,0
15.16681949,69.75959196,9,77,9,4,9,59,1
12.13220315,69.75973228,8,2,4,3,14,54,0
23.63329147,69.75991511,0,10,8,8,10,39,1
24.30654865,69.76036244,9,43,7,5,6,60,1
15.00399434,69.76090469,4,4,0,2,5,48,0
24.75204918,69.76100487,6,55,3,11,6,26,1
18.58789428,69.76124857,4,2,3,8,10,47,1
22.15769492,69.76148393,4,13,2,0,9,4,0
14.05907813,69.76153049,4,38,5,19,15,10,0
16.80183604,69.76180137,1,72,7,10,4,51,0
24.32196336,69.76206474,5,64,6,20,15,52,1
14.58742997,69.76214619,5,77,8,8,0,46,0
12.70887014,69.76238428,4,70,3,14,7,11,0
23.70528652,69.76246283,2,24,9,3,3,34,1
13.42739707,69.76250813,2,52,4,12,9,15,0
19.73491744,69.76267707,8,43,5,23,8,2,0
26.40691149,69.76270662,9,10,5,9,2,15,0
27.72395989,69.76285942,2,41,8,24,11,6,1
30.39537892,69.76292695,0,99,2,8,7,34,0
11.770072,69.76321703,6,24,7,5,5,12,0
29.48129945,69.76326657,9,97,8,23,6,26,0
22.93721768,69.76351063,6,30,3,8,5,40,1
22.40036358,69.76387241,9,72,0,7,9,21,1
24.32015351,69.76418494,7,77,8,20,8,3,1
12.28594796,69.76423038,4,55,2,1,11,58,1
26.60812975,69.76430826,8,23,9,16,7,9,0
20.12136426,69.76431442,10,70,1,15,13,8,0
20.27502895,69.76442539,5,94,5,14,2,10,1
19.42219606,69.7649609,1,56,0,8,0,10,1
12.94192837,69.76498898,6,67,1,17,15,14,1
20.58799446,69.76505853,3,4,3,5,15,3,1
17.26720041,69.76559452,5,49,10,6,1,10,1
21.60482821,69.7658205,3,8,9,18,14,6,1
21.06822217,69.76588062,8,69,8,0,4,4,0
25.50321671,69.76595387,7,54,6,10,10,26,1
18.67029165,69.76596949,2,50,6,7,4,43,1
25.11587686,69.76642396,7,65,6,1,5,25,0
13.9910651,69.76652349,2,36,10,10,9,40,0
14.57549359,69.7665505,9,12,5,15,0,17,0
29.27205549,69.7666071,4,68,5,18,4,23,0
18.05388653,69.76668305,4,11,10,15,8,26,0
28.08306023,69.76686666,6,4,6,14,8,3,0
17.94866261,69.76697875,5,24,6,10,7,12,0
18.18351399,69.76709883,3,60,6,21,14,58,0
11.07646037,69.76718834,4,71,5,4,13,50,0
21.29298544,69.76754515,5,31,9,8,1,11,0
11.6129488,69.76762167,6,28,9,14,10,14,0
17.58242931,69.76780843,2,70,3,1,8,20,0
22.33666211,69.76791622,8,47,9,8,3,1,1
20.90121426,69.76811101,6,59,7,21,8,46,0
18.50497546,69.76812724,3,38,6,24,4,9,0
24.87937447,69.76831107,6,45,8,7,11,37,0
28.20410169,69.76840038,4,99,2,10,1,17,0
22.05729467,69.76842004,9,3,6,19,3,32,0
13.23953467,69.76842366,9,25,2,6,14,42,1
20.21292879,69.76869192,10,65,5,3,4,40,0
21.67706098,69.76880329,8,48,9,11,2,22,0
28.9308147,69.76902178,7,95,6,21,15,28,0
24.34525953,69.76915035,4,19,2,20,5,23,0
12.10948621,69.7692718,6,89,0,8,8,41,1
11.99705119,69.76929496,5,51,4,16,9,38,1
18.62734775,69.76953895,6,31,1,10,8,3,1
25.9816776,69.76964847,1,37,3,19,5,59,1
18.72077364,69.76983838,10,84,1,6,14,37,0
28.24482646,69.7701941,4,54,7,17,6,21,0
28.11870036,69.77026897,6,76,1,2,4,38,1
29.39145484,69.77051343,3,72,1,16,0,20,0
26.91880479,69.7706204,5,28,5,22,6,47,1
24.94354745,69.77066603,6,25,9,19,1,25,0
28.25114746,69.77070553,8,66,7,21,6,28,0
25.43990656,69.77071996,3,77,1,18,6,28,0
18.03680227,69.77073757,8,7,6,7,14,56,0
28.49842828,69.77087473,2,80,2,15,8,26,1
29.96919939,69.77144612,9,17,9,3,4,39,0
16.78274427,69.77190201,10,59,1,15,10,29,1
13.80993731,69.77192695,1,42,7,22,1,30,0
28.72256265,69.77193946,0,61,6,7,4,30,1
23.89919432,69.77204443,4,50,8,21,8,54,1
16.89748655,69.7721431,5,50,7,13,9,55,0
13.50174398,69.77219034,6,5,3,9,6,16,0
11.29632405,69.772688,5,53,3,25,1,26,1
24.37516568,69.77317801,1,96,8,13,1,10,1
11.03555284,69.77339185,2,40,10,14,3,8,1
11.02261357,69.77351757,3,75,9,23,14,7,1
27.44876366,69.7737099,9,33,6,2,13,20,1
20.50057494,69.77390971,3,93,3,18,14,38,0
17.03318228,69.7745249,1,26,9,15,0,33,1
12.71523858,69.77463575,3,46,6,24,12,16,1
25.20612374,69.77467357,2,46,6,12,7,29,1
23.29423085,69.77584834,4,32,2,10,8,51,0
27.67440083,69.77608852,1,97,7,4,8,27,0
15.61492061,69.7761359,3,47,8,4,2,6,0
21.26555495,69.77640633,3,79,2,7,5,5,1
28.62224889,69.77653321,2,45,5,13,9,18,1
18.19236826,69.77691729,10,95,8,6,6,29,1
17.17045021,69.77701073,4,52,6,4,6,13,0
20.54062631,69.77701733,2,79,9,21,0,18,0
16.02738853,69.77714188,5,35,6,2,14,21,0
24.82144778,69.77715206,2,75,10,20,13,51,1
27.71025148,69.77726784,7,13,3,12,5,25,1
24.7456942,69.77731352,0,64,8,16,15,26,0
23.6519324,69.77731684,4,74,8,0,2,46,1
23.29232613,69.77736419,3,27,0,20,4,41,0
29.22218407,69.77768735,9,40,4,24,8,50,1
25.52655442,69.77790567,2,71,1,11,13,31,0
27.32031481,69.77810478,5,81,7,6,14,44,0
22.30732884,69.77811123,4,32,8,5,5,55,1
17.34977227,69.77818094,1,34,8,17,5,38,1
26.09827224,69.77831608,7,54,6,24,10,41,0
14.77987187,69.77864033,4,43,1,4,11,5,0
21.88867053,69.7792874,6,97,4,9,5,57,0
19.00174764,69.7795513,9,45,10,0,11,17,0
22.57483028,69.77972177,8,95,5,12,6,23,0
13.46523416,69.77974013,4,30,6,13,9,2,1
16.12668292,69.77987429,5,90,7,9,3,13,1
17.1163649,69.77994936,0,2,9,10,9,36,1
30.14435982,69.78010924,4,72,1,11,5,20,1
23.59683803,69.78026701,3,43,5,7,13,12,1
24.83573685,69.78037329,2,89,5,20,5,10,1
20.38942528,69.7804122,10,49,7,13,11,11,1
16.65038531,69.78043708,4,92,6,22,14,3,0
12.23940613,69.78110845,4,39,3,10,6,6,1
13.64778621,69.78159821,9,76,4,2,11,24,1
23.73746682,69.78169543,3,39,0,14,1,21,0
21.36297865,69.78189118,4,55,10,23,6,51,1
23.5057033,69.78201432,9,50,8,6,11,27,0
22.98382932,69.78203224,8,22,2,20,10,1,0
26.64990291,69.78220182,3,8,5,6,4,44,1
28.79200023,69.78238651,7,47,9,6,5,18,1
22.47527071,69.78260729,1,17,4,14,0,55,1
13.19651631,69.78275991,1,59,5,12,8,30,0
12.11538148,69.78331465,2,65,0,1,11,56,0
11.35206542,69.78346086,5,12,5,1,15,45,0
12.70503873,69.78355374,7,28,4,18,2,21,0
22.82859032,69.78355424,7,96,4,4,11,12,1
13.52042152,69.78368603,4,31,8,23,11,39,0
29.49562104,69.7839982,9,72,10,1,11,26,1
17.94878443,69.78408907,7,85,1,6,0,35,0
24.98353147,69.7842414,2,20,2,11,11,27,1
27.32776186,69.78436198,1,10,4,17,9,53,1
29.27425679,69.78466415,2,7,2,8,12,8,0
29.13073772,69.78491186,6,8,1,17,13,35,0
13.78923223,69.78503827,1,28,1,14,11,54,0
14.31995041,69.78572849,7,59,6,25,8,1,0
21.69447073,69.78588148,4,18,6,6,2,52,0
21.01477353,69.78593695,8,19,7,17,9,32,0
13.40233104,69.78618717,2,21,10,22,9,40,0
10.83159123,69.78624288,9,44,10,25,2,7,1
23.21312335,69.7864074,7,50,10,11,12,40,0
20.18530585,69.78660097,5,78,3,18,6,55,1
16.43350016,69.7869352,5,56,9,23,11,27,1
29.82655651,69.78699781,6,7,6,19,8,1,1
21.57055137,69.78749375,0,79,6,6,7,49,1
22.15760098,69.78760181,10,1,1,0,15,33,0
14.29841,69.78778515,7,81,6,16,2,51,0
25.32573284,69.7879832,9,95,4,20,4,1,0
14.01221247,69.78819733,2,78,3,12,2,0,1
22.52698579,69.78885005,9,12,0,12,6,9,1
17.0254505,69.7890544,4,26,9,9,9,14,0
26.11350443,69.78923619,1,92,3,21,12,14,1
20.98102324,69.78937059,2,21,4,16,3,54,1
11.16705819,69.78962297,0,100,6,3,12,46,1
27.31335377,69.79015814,1,8,6,4,7,32,1
28.2867455,69.79063491,0,61,5,5,15,40,0
29.29351179,69.79065973,5,39,10,2,4,46,1
22.54704795,69.79095144,3,58,3,17,12,48,0
17.07193906,69.79105576,5,94,5,23,14,46,0
29.64360515,69.79116399,5,50,5,3,1,59,0
16.50760202,69.79130776,6,87,1,19,15,20,1
29.43300833,69.79172749,4,74,2,2,11,21,1
15.28254732,69.79177325,6,9,9,8,10,21,0
18.96987926,69.79182151,3,17,6,10,3,43,0
19.72625199,69.79189273,0,27,3,14,13,57,1
18.02484278,69.79189811,9,22,0,23,1,12,0
18.40090989,69.79218131,1,60,2,17,8,22,1
22.68670059,69.7925886,8,17,5,16,14,38,0
27.93557069,69.79279191,8,20,9,7,3,17,0
24.64939859,69.79317931,0,45,2,7,12,43,1
15.65028081,69.79327442,4,66,7,13,9,10,1
26.42655064,69.79332545,4,17,4,5,2,48,0
12.3445917,69.79353097,4,98,2,2,5,3,1
23.43694269,69.79438059,4,8,2,9,12,47,1
16.19632937,69.79467522,2,36,1,5,4,41,0
24.94207845,69.7947377,4,9,10,13,1,41,0
18.77660909,69.7948057,6,79,1,12,10,41,0
13.94706656,69.79530564,9,82,4,16,11,38,0
16.27039181,69.79559875,1,99,9,8,8,17,0
11.60072609,69.7956296,1,48,7,22,8,35,1
25.6892378,69.79563535,5,69,8,6,13,46,0
28.62128293,69.7961167,10,66,0,10,3,28,1
11.38531881,69.79660097,5,70,8,23,1,9,0
12.31539378,69.7966545,7,40,2,21,7,53,0
19.18281881,69.79678109,2,18,5,12,1,43,0
18.08748507,69.79690274,6,98,6,2,1,13,1
12.91756947,69.79722181,8,43,7,19,15,1,1
25.68179524,69.79738114,2,72,7,13,4,47,1
17.37547737,69.79743569,9,91,6,11,5,2,1
28.88260296,69.79746077,3,76,10,13,7,54,0
22.36569202,69.79750746,2,25,9,23,10,24,1
28.25583802,69.79763798,6,65,10,15,15,47,0
25.53971142,69.79779586,4,77,8,14,2,1,0
14.87346552,69.79779776,7,25,7,11,4,18,0
14.65044308,69.79784725,3,95,5,16,5,50,1
13.91358483,69.79830579,9,17,3,9,7,56,1
14.36965717,69.79845679,6,94,2,11,14,37,0
29.62962492,69.79856003,9,73,5,11,10,3,0
21.47013773,69.79859945,2,61,5,5,5,22,1
28.60186619,69.79860961,5,86,1,5,2,17,1
27.74020342,69.79863326,5,4,1,16,3,11,0
26.0927904,69.79873471,5,3,1,10,4,10,1
26.03017892,69.79910208,5,94,10,25,6,1,1
16.81740247,69.79916308,6,99,8,18,11,5,1
21.44397615,69.79982674,2,70,6,13,2,37,1
16.10695089,69.80010792,7,83,3,20,14,11,1
24.51876159,69.80021176,6,23,7,0,10,14,1
12.5312728,69.80026186,6,38,4,20,7,9,1
11.225974,69.8008222,9,54,4,16,13,4,0
14.30253875,69.8010205,6,22,6,13,2,17,0
28.08274239,69.80111073,1,47,3,0,10,40,0
24.71623514,69.80115297,8,32,10,8,2,52,0
15.90024815,69.8012855,4,27,7,13,6,21,1
12.83308092,69.80153819,1,66,6,25,12,49,0
20.29320143,69.80162661,10,89,10,6,14,38,0
24.52742422,69.80167087,7,60,6,13,13,6,1
12.69416611,69.80212036,7,31,4,20,9,59,1
16.27185285,69.8021915,9,75,7,8,14,8,0
15.1842916,69.80233422,4,1,3,14,13,60,0
28.35449438,69.80278446,8,33,7,3,11,11,0
27.04841783,69.80295484,0,75,3,19,9,36,0
16.07880473,69.8032455,1,20,1,14,11,35,0
14.64656929,69.80362751,7,66,9,0,6,14,0
27.97278145,69.80363756,1,88,3,20,0,53,1
11.17962513,69.80368653,5,85,7,4,10,23,1
12.59534412,69.80394226,2,80,2,23,10,55,1
19.48781824,69.80411401,4,53,0,5,2,31,0
29.85403989,69.80436837,4,72,3,11,11,28,1
29.35444946,69.80473865,4,59,0,12,2,17,0
17.06542554,69.80483243,5,48,9,11,9,28,1
17.10674447,69.80492897,7,43,6,16,13,1,1
16.271573,69.80509553,2,75,6,18,1,32,1
21.77687297,69.8053047,9,91,0,15,13,4,1
11.23921436,69.80539244,2,87,4,25,6,60,0
11.81950314,69.80649834,7,86,8,0,14,57,0
11.43409748,69.80659072,4,11,10,24,2,11,1
18.61555386,69.8066515,6,7,10,9,5,28,0
24.36711396,69.80694445,9,21,5,21,8,54,1
25.59535006,69.80713442,1,59,3,16,12,17,1
26.56034579,69.80756972,7,86,8,10,14,22,1
21.54458745,69.80760273,9,41,9,1,1,19,1
26.42914615,69.80780951,7,74,1,10,7,60,0
17.33535618,69.80795185,3,87,6,1,6,60,0
28.70393414,69.80806071,3,53,6,11,4,4,0
22.62224435,69.80821552,5,64,8,19,8,9,0
16.15307297,69.8082412,4,51,4,11,9,16,0
27.57483589,69.80865166,5,42,1,13,8,27,1
27.65542635,69.80884841,10,37,8,16,12,48,0
21.02581462,69.80893861,3,12,1,6,0,42,1
22.90416191,69.80905944,3,56,8,19,9,55,1
13.14956849,69.80926075,9,41,2,17,9,29,1
23.46400865,69.80928032,1,42,6,19,9,24,1
23.61769871,69.80955179,2,65,6,3,8,26,1
24.52477788,69.80971176,9,17,1,15,9,6,0
16.72186623,69.81058205,0,3,8,5,9,44,0
20.34049178,69.8110636,1,100,1,19,1,11,0
16.24147344,69.81124471,10,82,5,19,11,46,0
18.11150237,69.8118793,3,60,5,7,1,45,0
29.24190304,69.81208055,3,20,9,24,9,27,0
23.30883713,69.8121107,9,88,9,6,9,47,0
17.34681988,69.8122462,8,35,9,16,10,44,0
17.23482551,69.81275983,7,55,4,7,10,10,1
12.67095793,69.81333416,2,6,4,12,12,18,0
26.26359967,69.8135193,0,13,7,21,15,5,1
21.2534402,69.81352003,10,79,10,12,11,41,1
29.96943174,69.81357652,5,93,6,11,6,26,0
25.88038111,69.81398864,2,17,3,23,4,10,0
11.8490247,69.81434489,6,36,2,21,10,27,0
16.96515101,69.8147194,4,89,3,14,9,58,0
25.7181357,69.81507944,4,64,7,18,8,16,1
15.25525187,69.81544022,0,98,6,7,13,23,0
18.40587158,69.81551584,2,60,9,22,2,59,0
16.75599101,69.81581619,2,23,3,14,10,47,1
12.41961759,69.81610617,8,27,7,6,13,42,0
15.20840178,69.81627002,8,23,0,17,7,26,1
15.55868788,69.81635423,3,42,0,9,8,10,1
25.9801634,69.81636692,3,50,4,11,5,9,1
18.99262694,69.81651651,3,51,7,23,5,44,1
17.55588708,69.81673686,3,84,0,16,10,3,0
26.64270035,69.81698038,9,37,8,4,7,11,1
15.83899062,69.81711286,9,72,2,21,8,34,0
14.27208389,69.81722865,5,4,8,1,13,2,0
18.20689896,69.81757859,5,33,4,19,5,43,1
28.78369624,69.81790646,5,58,0,21,5,55,0
19.94813295,69.81799501,7,30,2,9,12,58,1
20.55408503,69.81829523,1,27,7,23,0,21,1
22.71045451,69.81829651,3,96,2,20,1,50,1
14.87342564,69.81858976,2,60,5,6,13,31,0
15.19535061,69.81884036,10,56,5,24,12,37,0
29.52052797,69.81885063,10,60,8,20,12,56,1
10.79377103,69.81910697,7,25,5,22,4,56,1
29.40241535,69.81945284,8,53,4,8,4,31,0
28.2343414,69.81949288,1,91,9,24,14,46,0
22.87478815,69.81983386,4,36,7,2,0,32,0
26.9509302,69.81985304,5,78,9,25,4,14,0
29.03100396,69.82036644,7,41,6,5,7,6,1
28.40146954,69.82070987,3,29,10,4,15,24,1
21.39294946,69.82072798,2,70,10,16,8,5,1
11.21547094,69.82081501,2,74,5,3,1,43,1
13.16900014,69.82099152,4,88,1,10,3,25,1
13.51811738,69.82127666,6,33,6,22,10,31,0
23.11379244,69.82208491,0,12,5,23,9,16,0
16.18692928,69.82249676,2,21,5,10,14,43,1
13.90077518,69.82251503,7,52,0,15,4,49,0
20.85452458,69.82253872,2,67,9,5,10,32,1
17.72313156,69.82260376,7,69,10,0,5,32,0
23.9288525,69.82280526,7,100,2,6,5,28,0
11.04150475,69.82281572,9,4,0,6,4,52,0
30.40365314,69.82305603,6,64,3,21,4,39,1
20.80805189,69.82321974,1,34,2,22,3,59,0
17.05700605,69.82352693,6,35,10,10,2,9,1
27.0522264,69.82354611,0,22,2,19,4,33,0
18.63204994,69.8238011,1,80,1,3,10,12,0
12.22876729,69.82391915,4,97,10,19,13,36,0
14.94290095,69.82406566,7,25,9,7,9,38,1
15.212498,69.82411818,8,82,5,13,13,9,1
11.84772197,69.82420541,7,50,10,2,6,56,0
21.14711222,69.82435566,5,63,6,25,14,59,0
27.07601563,69.82465916,7,36,0,20,14,22,1
15.07900334,69.82481411,9,13,9,21,8,10,1
21.38676164,69.82503285,5,85,4,11,11,1,1
15.87362008,69.8252085,6,73,2,4,3,45,0
28.55970801,69.82547298,2,28,7,19,2,50,0
24.56294427,69.82562464,1,44,7,19,14,3,1
13.92600437,69.82651449,9,75,10,24,12,31,1
12.01659518,69.82661793,6,80,9,4,3,27,0
17.96720228,69.82680424,1,57,2,25,1,46,1
19.64313039,69.82682566,0,74,4,2,12,45,0
26.52695578,69.82687736,8,52,4,1,8,22,0
21.9860371,69.82691241,3,72,4,20,9,20,0
29.39376946,69.82736196,1,36,2,21,3,17,1
14.68368148,69.82767731,8,59,1,1,14,38,1
28.77891863,69.827693,9,83,0,9,14,36,1
23.46605877,69.82776104,4,84,1,23,8,45,0
24.92098405,69.8282318,4,51,1,2,9,32,0
20.41040346,69.82839113,7,2,5,14,11,14,0
11.43878444,69.82866139,1,85,1,5,14,2,1
15.56604186,69.82867591,8,56,1,2,9,34,0
23.80596685,69.82909686,8,59,10,1,1,24,1
19.00894847,69.8291344,5,81,8,4,13,47,1
20.68273364,69.82914718,7,60,1,3,10,7,0
18.9137704,69.82970238,7,94,2,17,10,40,0
29.62506744,69.82973675,5,77,8,20,5,32,0
28.34653118,69.82999795,2,7,8,23,5,10,1
16.58960426,69.83007777,1,4,5,11,8,10,0
12.20709006,69.83010245,2,43,8,11,7,22,0
15.84247421,69.83072877,1,51,7,14,4,53,0
27.66894239,69.83073725,3,25,2,17,6,55,0
25.34032701,69.83100659,3,49,7,8,4,43,0
29.78326594,69.83113685,5,85,6,11,0,43,0
26.16302372,69.83122632,4,82,6,21,7,5,0
23.53432599,69.83145213,9,17,2,13,8,43,0
14.28058393,69.83152018,2,10,9,19,15,44,0
19.09773536,69.8316688,2,60,8,22,6,5,0
18.56239436,69.83174294,8,17,0,3,6,46,1
27.82181038,69.83175045,7,87,4,12,4,27,0
28.43162397,69.83190132,4,91,1,2,2,5,1
13.05178989,69.83205796,9,29,1,12,2,25,1
10.78405527,69.83278887,1,85,8,17,4,2,0
15.32322871,69.83293114,9,12,3,3,7,58,0
27.20936861,69.83306094,8,29,8,18,11,59,1
19.89246507,69.83306388,3,55,5,15,5,32,1
12.75427013,69.8332567,7,95,8,13,3,24,1
28.18570891,69.833357,5,10,5,5,5,46,0
17.9685569,69.83366662,10,64,7,10,3,47,1
12.67389662,69.8339202,5,97,8,23,6,55,0
28.87954762,69.8342453,9,57,5,4,9,55,1
21.90033283,69.83474607,6,33,6,18,5,1,1
22.31016204,69.83484529,4,70,9,15,10,33,0
16.81224402,69.83499912,6,12,4,23,9,60,1
12.86485949,69.83543638,9,42,2,5,12,56,0
29.71214286,69.8360655,2,15,1,17,10,51,0
23.75641283,69.83619945,8,54,7,5,12,5,1
28.93769919,69.83620925,9,73,4,23,2,29,0
15.54960719,69.83655413,10,20,8,1,9,43,0
23.14916794,69.83676631,5,91,8,16,12,39,1
19.72274824,69.83677704,1,12,4,25,12,60,1
25.03464703,69.83678617,1,22,2,2,12,31,0
11.39169639,69.83687396,3,92,8,14,9,18,0
16.50965849,69.83707021,5,96,3,3,12,35,0
20.64024708,69.83710474,9,37,6,21,8,28,0
23.46634943,69.83733913,3,62,7,8,4,9,1
27.74106845,69.8375622,7,93,4,8,11,59,1
26.23452757,69.83757267,3,0,2,6,11,39,1
26.42653464,69.83758953,2,64,4,11,11,46,0
22.43350098,69.83794456,1,61,3,11,12,36,1
17.1978049,69.83795825,6,20,4,2,5,53,1
25.70826352,69.83800803,10,88,7,23,13,42,0
11.01621726,69.83842386,4,74,3,1,2,28,0
16.82409472,69.83851036,8,33,2,14,3,19,0
26.71956183,69.83852201,7,14,2,14,4,10,0
21.63331805,69.83856285,3,42,3,25,12,58,1
21.21206326,69.83863496,9,79,2,4,2,16,0
21.57027326,69.83868506,6,73,5,4,2,45,0
26.62156778,69.8389073,8,50,0,1,3,14,1
25.8180105,69.83897398,2,16,1,11,5,26,1
15.01406679,69.83939981,5,45,1,16,2,49,0
11.23785632,69.83949164,5,74,5,1,12,54,1
10.84428036,69.83985884,10,17,10,23,15,32,1
21.40630641,69.84020713,4,80,5,19,11,50,1
13.56693661,69.84063447,8,10,8,6,12,48,1
14.53530754,69.84072051,2,65,3,21,14,43,0
14.48965361,69.84161048,1,95,4,17,1,51,0
28.31743986,69.84196261,6,93,0,20,3,48,1
27.88114809,69.8420934,4,98,3,14,5,19,1
14.06530784,69.8421237,8,47,9,9,3,17,1
17.78096031,69.84270576,1,55,1,14,1,33,1
19.77288036,69.84282838,3,52,5,21,1,19,1
18.80591583,69.84368324,8,21,8,23,8,2,0
21.58450525,69.84375584,5,88,3,1,2,32,0
16.5445954,69.84411518,2,92,6,7,0,22,1
16.55771818,69.84444538,1,61,7,2,13,57,1
16.97775531,69.84455628,2,88,5,1,1,50,0
12.80252783,69.84472258,7,27,2,2,8,40,0
27.10121991,69.84538197,5,91,4,20,4,44,1
13.72422518,69.84544111,4,1,5,15,1,56,1
25.07180138,69.84556855,2,29,2,13,7,38,1
26.30578137,69.84574969,0,81,4,9,15,2,1
29.90123237,69.84585642,3,24,2,12,3,6,0
28.94863657,69.84624192,2,36,5,3,8,6,1
24.78858381,69.84668462,6,41,8,6,11,39,1
24.06822258,69.84684005,1,40,3,10,10,57,0
26.90892009,69.8473237,3,42,10,2,10,53,1
17.69899508,69.84741652,9,88,1,10,12,4,0
11.93992707,69.84742257,2,77,7,1,10,50,1
28.70865713,69.84758059,7,0,3,16,6,41,0
18.20877907,69.84798623,2,81,6,10,14,48,1
22.62490754,69.84817203,7,81,3,7,9,34,0
25.22449753,69.84829425,3,39,6,6,8,33,0
24.58466727,69.84867512,8,63,6,8,15,41,1
14.15187407,69.84873075,3,75,4,18,6,17,1
28.31888742,69.84873559,0,86,1,5,6,12,0
17.82515235,69.84876133,7,95,4,9,15,58,1
11.54520242,69.8488586,9,80,3,18,11,44,1
14.53235044,69.84893565,9,26,5,2,8,28,0
27.63972422,69.84920838,4,50,1,3,3,22,0
19.60927518,69.84960911,2,47,7,9,10,2,1
18.04532931,69.85002846,0,92,5,20,10,4,1
12.40170833,69.85107374,8,82,1,12,15,48,0
22.99592852,69.85118866,7,46,10,17,3,35,0
13.36467053,69.85124813,7,73,7,5,3,39,0
29.12283803,69.85171005,7,96,7,14,7,5,1
28.4490181,69.8519639,0,5,1,17,11,40,1
16.81241028,69.85212799,8,61,7,3,4,6,1
24.22915629,69.85249902,8,55,2,25,9,38,1
12.49890687,69.85262688,8,99,9,24,11,12,0
16.25297913,69.85279929,6,88,3,16,3,54,1
22.19559781,69.8528085,4,52,7,17,8,17,1
27.0408946,69.85288697,7,99,5,13,4,36,0
13.56949431,69.85301268,1,5,5,24,4,7,1
20.28758393,69.85317626,4,75,4,17,2,32,0
15.62627732,69.85318307,4,35,9,20,14,9,0
19.7713949,69.8532791,7,4,8,18,13,11,0
12.1684119,69.85333611,8,83,7,21,10,44,1
25.35802182,69.85336392,8,42,1,1,11,52,1
29.06189677,69.85359903,3,27,7,6,7,24,1
29.70799157,69.85362516,8,71,8,13,14,20,1
17.85101127,69.85364047,4,66,2,17,10,8,0
14.90861083,69.85389573,10,34,4,6,12,3,1
29.1543483,69.85404836,2,72,4,23,11,46,0
15.21149192,69.85408541,1,55,6,4,7,26,0
18.4542987,69.85417116,2,81,8,3,3,4,0
19.04166016,69.85426689,7,42,1,1,1,45,0
27.36888013,69.8542771,6,73,3,16,4,38,1
25.77744894,69.85438074,1,74,5,21,3,3,0
25.44094029,69.85468722,3,1,8,2,5,24,1
17.99817099,69.85484276,1,69,8,5,7,33,1
24.02742537,69.85545169,5,85,3,23,11,35,0
16.04720799,69.8554907,6,17,1,10,5,42,0
16.18259611,69.8555998,9,56,3,1,15,18,1
21.26117492,69.85576413,8,94,4,6,14,49,1
16.54415758,69.85580563,4,42,8,4,7,38,0
14.42346171,69.85581764,5,36,4,6,6,11,1
24.51707174,69.85591717,3,81,6,20,2,32,1
11.80139272,69.85611842,3,69,2,13,14,25,1
16.51592177,69.85635088,8,36,1,19,10,21,1
13.65584249,69.85661017,9,13,2,0,12,54,0
12.83906816,69.85669401,7,77,8,12,0,9,1
12.49080401,69.8570721,3,5,9,20,13,55,1
21.84864303,69.85718883,5,15,10,12,11,40,0
30.05335901,69.85725175,0,17,6,16,3,24,0
26.9523048,69.85738338,8,85,2,4,8,2,1
25.31234124,69.85759466,6,53,9,1,3,15,1
25.52658285,69.85766353,3,22,0,8,4,21,1
28.75743045,69.85766758,1,54,8,6,8,48,0
22.27853987,69.85771512,8,42,5,12,4,46,1
30.27809433,69.8579079,10,62,6,2,8,30,0
17.95331242,69.85793682,5,72,4,20,3,20,1
21.01901632,69.85804246,6,69,9,25,0,13,1
14.30650243,69.85809542,7,20,2,7,7,11,0
29.4719922,69.85811217,2,86,3,19,12,36,0
14.62819923,69.85817369,6,63,4,14,11,41,0
27.13351545,69.8583589,9,98,4,8,7,29,0
18.66197977,69.85878104,6,32,4,20,4,32,0
15.77921606,69.85887866,5,39,9,20,8,41,1
26.83887042,69.85898403,10,79,3,16,13,20,1
16.89104754,69.85909067,10,4,6,4,10,11,0
26.01264906,69.85923269,8,67,4,0,7,38,0
14.75538758,69.85962346,5,7,2,16,2,29,1
19.91789782,69.85963045,4,51,4,12,2,55,1
26.60504535,69.85982209,8,90,3,15,3,21,1
16.8480069,69.8598837,7,88,7,20,3,46,1
22.85575174,69.86013263,8,88,10,1,12,16,0
23.27249029,69.86053946,1,44,2,18,3,53,0
14.26661679,69.86063346,8,21,4,21,12,45,1
12.38006725,69.86064574,4,91,5,17,7,32,1
28.80012007,69.86084967,5,65,6,2,12,5,0
26.21644615,69.8608832,10,26,4,19,1,4,0
12.89252503,69.86097143,7,62,1,9,14,30,1
13.6724221,69.86110731,8,8,6,8,14,0,0
15.80341116,69.86136147,4,40,9,4,0,46,1
23.93548597,69.86155614,8,59,8,18,1,30,1
13.06507293,69.86167966,2,83,2,15,3,16,0
27.59270796,69.86186232,1,53,5,5,6,56,0
19.50607466,69.86187005,1,64,7,9,14,0,1
